time,open,high,low,close,EMA Small,EMA Big
2016-04-28T21:00:00Z,449.65,450,447.93,449,447.77280380724847,447.8883546806337
2016-04-28T22:00:00Z,449,449.99,448.16,448.88,447.9431416830564,447.97850425512155
2016-04-28T23:00:00Z,448.88,450,448.32,449.14,448.12727373181696,448.0840947773832
2016-04-29T00:00:00Z,449.94,450,448.43,448.8,448.2307700807682,448.14917707034834
2016-04-29T01:00:00Z,448.8,449.56,448,448.04,448.2014208375731,448.1392518821349
2016-04-29T02:00:00Z,448.69,448.71,448,448.52,448.250433016408,448.17386534739535
2016-04-29T03:00:00Z,448.52,449.24,446,446.58,447.993443321576,448.02896849763215
2016-04-29T04:00:00Z,446,447.36,445.62,447.36,447.895990502872,447.9681531796656
2016-04-29T05:00:00Z,446.64,449.14,446.6,448.01,447.9135304255071,447.97195743605965
2016-04-29T06:00:00Z,448.56,449.17,447.47,449.17,448.1068334369675,448.0808703964179
2016-04-29T07:00:00Z,448.66,449.14,448,449.14,448.2657821389725,448.1771549058344
2016-04-29T08:00:00Z,449.15,449.93,448.42,449.4,448.4402771945152,448.28832264166766
2016-04-29T09:00:00Z,449.4,449.5,447.34,448.44,448.4402345492052,448.3021114924251
2016-04-29T10:00:00Z,448.47,449.95,448,448.59,448.463275387789,448.3282831749319
2016-04-29T11:00:00Z,448.6,450.21,448.6,450,448.6996945588984,448.4802574317563
2016-04-29T12:00:00Z,450.21,451.8,450.2,451.8,449.17666462676016,448.78205221068754
2016-04-29T13:00:00Z,451.8,451.98,450.55,450.91,449.4433316072586,448.97550200971597
2016-04-29T14:00:00Z,451.78,451.98,450,450.86,449.66128059075726,449.1468200088327
2016-04-29T15:00:00Z,450.86,453,450.86,452.48,450.0949297306408,449.4498363716661
2016-04-29T16:00:00Z,452.48,452.59,450.93,452.59,450.47878669515757,449.73530579242373
2016-04-29T17:00:00Z,452.59,454.98,451.98,454.17,451.04666566513333,450.1384598112943
2016-04-29T18:00:00Z,454.17,454.71,453.6,454.61,451.59487094742053,450.544963464813
2016-04-29T19:00:00Z,454.61,455,453.61,455,452.1187369555097,450.94996678619367
2016-04-29T20:00:00Z,454.95,456,454.17,454.54,452.4912389623544,451.27633344199427
2016-04-29T21:00:00Z,454.54,455.88,454.35,455.21,452.9095098912229,451.63393949272205
2016-04-29T22:00:00Z,455.21,455.96,452.57,454.66,453.178816061804,451.9090359024746
2016-04-29T23:00:00Z,454.6,456.53,454.01,456.53,453.69438282152646,452.32912354770417
2016-04-30T00:00:00Z,456.53,456.9,454.33,455.66,453.99678546436854,452.6319304979129
2016-04-30T01:00:00Z,455.67,455.68,454.35,455.6,454.2434338544657,452.9017549981026
2016-04-30T02:00:00Z,454.35,455.6,452,454.58,454.29521326147096,453.0543227255478
2016-04-30T03:00:00Z,453.54,454.79,452.59,453.02,454.09902660586005,453.05120247777074
2016-04-30T04:00:00Z,454.46,454.92,397.73,453.61,454.02379174342,453.10200225251884
2016-04-30T05:00:00Z,454.86,454.86,451.09,451.97,453.70782378289385,452.99909295683534
2016-04-30T06:00:00Z,453.31,453.9,451.96,453.71,453.70815858552555,453.06372086985033
2016-04-30T07:00:00Z,452.49,454.43,452,454.32,453.8022880339062,453.1779280635003
2016-04-30T08:00:00Z,454.32,454.34,453.3,453.57,453.76655141330525,453.21357096681845
2016-04-30T09:00:00Z,453.3,453.67,452.73,453.67,453.75169734971985,453.2550645152895
2016-04-30T10:00:00Z,453.76,454.31,452.92,454.14,453.8114362189937,453.33551319571774
2016-04-30T11:00:00Z,453.12,453.95,453,453.72,453.7973691083793,453.3704665415616
2016-04-30T12:00:00Z,453.72,453.79,451.09,452.81,453.6454661686287,453.3195150377833
2016-04-30T13:00:00Z,452.38,453.99,396.98,453.98,453.6969329119166,453.3795591252575
2016-04-30T14:00:00Z,453.98,453.98,452.85,452.9,453.5743278485448,453.3359628411432
2016-04-30T15:00:00Z,453.74,453.97,396.7,451.81,453.3028927949225,453.1972389464938
2016-04-30T16:00:00Z,451.8,453.74,451.5,451.76,453.06552467262674,453.06658086044894
2016-04-30T17:00:00Z,451.17,453.23,448,450.33,452.64467472299185,452.8178007822263
2016-04-30T18:00:00Z,449.05,450.85,393.15,448.5,452.0070324579162,452.42527343838753
2016-04-30T19:00:00Z,448.1,449.99,447.84,449.02,451.54748900285216,452.1157031258069
2016-04-30T20:00:00Z,449.46,451.38,394,450.01,451.3109522331826,451.92427556891533
2016-04-30T21:00:00Z,450,451.33,394.97,449.22,450.98926727423145,451.6784323353776
2016-04-30T22:00:00Z,450.07,450.69,447.6,448.5,450.6063030781958,451.38948394125237
2016-04-30T23:00:00Z,447.9,449.52,446.5,448.37,450.2622564507811,451.11498540113854
2016-05-01T00:00:00Z,448.43,449.12,447.37,447.95,449.9065246891225,450.8272594555805
2016-05-01T01:00:00Z,447.95,447.95,446.84,447.47,449.5316747369498,450.5220540505277
2016-05-01T02:00:00Z,447.94,448.48,446.91,448.48,449.3698786235729,450.336412773207
2016-05-01T03:00:00Z,447.49,448.99,447.01,447.59,449.0960511430232,450.0867388847336
2016-05-01T04:00:00Z,447.59,448.98,447.57,448.98,449.0781971210196,449.98612625884874
2016-05-01T05:00:00Z,448.98,449,448.41,448.53,448.99385910240125,449.85375114440797
2016-05-01T06:00:00Z,448.53,449.92,448.07,449.67,449.0978807789549,449.8370464949163
2016-05-01T07:00:00Z,449.67,450.48,448.91,450,449.23666835142336,449.8518604499239
2016-05-01T08:00:00Z,450.12,450.5,449.61,450.5,449.431027066589,449.9107822272035
2016-05-01T09:00:00Z,450.5,451.92,449.85,451.75,449.78779213326766,450.0779838429123
